CurrentRatio,QuickRatio,CashRatio,P/E ,Earnings Yield ,ROCE ,CASA ,Sector P/E,Status,Level,Rating
2.000644894,0.7239551671,0.04279939532,-2.365198155,-2.148542421,-1.563030507,-2.553715278,0.6904009575,Rejected,Low,C
0.9623534017,0.1989999293,0.3632782234,-1.405226196,-1.070245943,-1.175612513,-1.51989656,0.5483317854,Rejected,Medium,D
0.422613533,0.3063135227,-1.154033636,0.9654371858,-0.7853619314,-0.02346705647,-1.324083998,-1.875397838,Accepted,High,A
-0.3805546105,-1.317441587,2.764831874,-1.758733242,0.1473129708,-3.042368931,-1.73303461,1.719979079,Rejected,High,D
0.7963203807,0.09708883799,0.4881950414,-1.331497573,-0.8874773673,-1.159523435,-1.346326233,0.6235616706,Rejected,Low,B
0.2370489077,0.352701604,-0.6396342635,0.24486785,-0.203314301,0.5676795411,0.1763023516,-0.375452226,Rejected,High,D
0.3585842898,-0.06042160012,0.4506357371,-0.7740189234,-0.4290733271,-0.8191669471,-0.8208139905,0.4131911767,Rejected,Medium,A
1.034225908,0.1825195783,0.4633580865,-1.567792239,-1.15744915,-1.352253547,-1.693321678,0.6368660147,Rejected,Medium,C
0.5328319133,-0.2585410741,1.0759107,-1.480211377,-0.6705781308,-1.693431939,-1.52419363,0.9001606762,Rejected,Low,D
2.788999939,2.418250889,-2.294428842,-2.065121591,-2.246795235,1.96200701,0.3707763072,0.8763861476,Rejected,Medium,B
2.118330899,2.698301884,-3.26908481,-0.6875279442,-1.288500286,4.008433309,2.568883333,0.420102391,Rejected,High,B
-1.695595304,-2.2739079,3.921628731,-1.184942426,1.47825688,-3.366727743,-0.8844583581,2.142976224,Rejected,Medium,B
1.219567299,0.6850244297,-0.5264217134,-1.015374464,-1.246469155,-0.2596574523,-1.071164001,0.08352449176,Accepted,High,B
1.219177044,1.35476004,-1.671854825,-0.3906406458,-0.9022053468,1.705169074,0.7630189323,-0.01574850797,Rejected,Low,B
-0.03303039693,0.3250450154,-0.9353593029,0.8791614251,0.04522100929,0.9571567747,0.4853759823,-0.8564717486,Accepted,Low,B
1.003890239,0.9427840477,-1.731592768,0.4718683679,-1.127737746,0.7941241178,-0.7141979228,-1.430267613,Accepted,High,B
0.9467879033,1.081153574,-1.889083187,0.5178235561,-0.9321091357,1.323501879,-0.05132448213,-1.21689903,Accepted,High,C
0.8692226544,-0.3168092487,1.510584968,-2.221330881,-1.069711756,-2.4650862,-2.286222926,1.308462618,Rejected,Medium,C
1.204476939,0.5082862001,0.09552018617,-1.640611297,-1.168166473,-0.6978305965,-1.080292439,0.8344732129,Accepted,High,B
0.300974256,1.232781641,-1.180427297,-0.3869994745,0.5883147884,3.177548509,3.674850722,1.567882278,Rejected,Medium,B
1.007798855,0.8209146352,-1.358196428,0.1138396224,-1.121206789,0.4553413663,-0.8393565694,-1.050125807,Accepted,High,D
1.591616233,1.274544579,-0.7162235823,-1.882653395,-1.148360756,0.8758760479,0.4747566495,1.431524001,Rejected,Low,D
-0.9380884448,-0.7385123831,-0.3764933713,2.261754347,0.3295298355,-0.6024445586,-1.283933582,-2.569310135,Accepted,Low,D
1.270789616,1.008339492,-1.199373243,-0.5674813294,-1.21467087,0.5698457747,-0.5067151933,-0.2831407254,Accepted,Medium,A
1.165237638,0.1199944297,0.7087454216,-1.905276811,-1.329704005,-1.768328242,-2.088454612,0.8195044261,Rejected,High,C
2.262557262,1.812125323,-2.283629535,-0.8193862062,-2.208383756,1.044993554,-1.015756391,-0.7715637295,Accepted,High,A
1.164878242,0.6996275093,-0.7236443611,-0.7172335466,-1.232586807,-0.1378743224,-1.09072836,-0.2449316405,Accepted,High,D
0.9089255026,0.5565519697,-0.7285446836,-0.335879715,-1.022641025,-0.09949545323,-1.016729418,-0.5159274601,Accepted,High,A
1.378944381,0.623275782,-0.2972467324,-1.346738169,-1.469104396,-0.7309674691,-1.572658174,0.2040468406,Accepted,Low,B
-0.1754181667,0.07921079865,-0.5036196851,0.7159216096,0.1450926866,0.5148461574,0.2723390604,-0.6493646258,Accepted,Medium,D
1.839206987,1.076223752,-0.9964550601,-1.302036062,-1.916278421,-0.285499288,-1.669488266,-0.1661482268,Accepted,High,D
0.06638479943,0.3301861711,-1.477264446,1.608760474,-0.3491419427,0.6942478122,-0.5238787561,-2.141575852,Accepted,Low,D
1.54964806,1.160678651,-1.163011954,-1.022909361,-1.433851324,0.5216164091,-0.5636410689,0.06802687732,Accepted,Medium,A
-0.09765006957,-0.5019583224,1.102721185,-0.7698979714,0.005135031672,-1.243388436,-0.7422473601,0.7163242766,Rejected,High,C
1.612916431,1.109717299,-0.8782894279,-1.397086749,-1.468168364,0.2805516931,-0.6365234537,0.4492987763,Accepted,High,A
1.96176949,1.192261001,-1.172971973,-1.297109131,-2.036864013,-0.180007019,-1.705333298,-0.259951532,Accepted,Medium,D
2.704631385,1.652061872,-1.280520993,-2.295485101,-2.644099477,-0.1679995645,-1.859137782,0.4188075945,Accepted,Medium,A
0.47772307,0.3611022253,-0.9988485583,0.6192702436,-0.7293859564,0.06960805328,-1.01343606,-1.38765926,Accepted,Medium,B
0.4873684343,-0.3689170065,1.291956911,-1.59679785,-0.6442715052,-1.924397764,-1.647827228,1.023540358,Rejected,High,C
0.5526299255,0.6473269445,-1.642582502,1.069064071,-0.7689421395,0.7388562524,-0.6702173837,-1.848915586,Accepted,High,B
-0.1594804805,0.04357683701,0.5337587589,-0.7596742287,0.5467704052,0.5345018681,1.430690338,1.506000795,Rejected,High,A
2.466579198,1.530415535,-1.492446069,-1.654468263,-2.528516736,-0.1286496035,-2.010211377,-0.2516627284,Rejected,Medium,A
0.5308082423,0.9568823344,-1.541956674,0.4456347164,-0.2893156048,1.789190688,1.087615466,-0.4748430211,Accepted,High,B
-0.1275849134,-0.8966496798,2.006542631,-1.456374297,-0.04676144481,-2.306310481,-1.423043442,1.313244164,Rejected,Medium,D
-0.09117215504,-1.491987616,3.453091506,-2.66132848,-0.2136471277,-4.054932944,-2.593327146,2.315007943,Rejected,High,A
2.279928895,1.648749487,-0.96494572,-2.507147436,-1.845863483,0.6972283994,-0.1274776339,1.540747171,Rejected,Low,D
2.671089157,1.449771265,-0.9308657977,-2.470068151,-2.694192357,-0.6954398799,-2.303101637,0.4913490327,Accepted,Low,B
0.51141607,0.4451246167,-0.653428478,-0.0398104522,-0.5157820973,0.3282213175,-0.2346676954,-0.3494056416,Accepted,Low,D
0.5294615146,1.056470553,-0.9801866456,-0.5352247209,0.09728250668,2.200180964,2.343304644,1.135954115,Rejected,Medium,D
-0.7127467767,-0.8213429301,1.329842891,-0.2426502105,0.6500568013,-1.034855454,-0.1221423293,0.6842364355,Rejected,Low,C
1.232163464,0.6881471368,0.3062426828,-2.249718448,-0.8827641593,-0.1418418218,0.0185915661,1.929412441,Rejected,High,A
-0.3678367009,-0.5758388407,1.028533376,-0.3877665685,0.2950066621,-0.9666205927,-0.3688258739,0.55840693,Rejected,Medium,D
2.301343735,0.7508258705,0.2301652592,-2.856967927,-2.494938658,-2.031772877,-3.107253907,0.8968662317,Accepted,Low,B
-1.127374392,-1.199685793,1.865067885,-0.1908420869,1.048152045,-1.356041109,-0.0123019298,0.915977042,Rejected,Medium,A
2.671818215,2.637579335,-3.046712152,-1.239071865,-2.124250355,2.773106088,0.8326601384,0.1266549265,Rejected,High,D
1.638128911,1.341637779,-1.602906483,-0.714084581,-1.537636191,0.8595546207,-0.5190766085,-0.338613664,Accepted,Low,A
-0.4943799741,-0.2919251591,-0.8048440312,1.928550325,0.02316955474,-0.102138531,-0.9988408411,-2.344850532,Accepted,High,A
-0.3263723008,0.3165725775,-0.3875865072,0.2586646156,0.7387706797,1.587353436,2.09136532,0.6276192633,Rejected,Low,B
1.138701628,1.018511408,-1.420854696,-0.1818605058,-1.097500523,0.8240536327,-0.3392652506,-0.602502625,Accepted,Medium,D
1.533217189,0.9603351349,-0.7591296015,-1.290077217,-1.48327565,-0.02423652,-0.9787508276,0.2504957778,Rejected,Medium,C
0.5786846585,0.04566066015,0.4004995018,-0.9954387172,-0.6562654559,-0.9151256781,-1.042285638,0.46384349,Rejected,High,B
-2.088160883,-2.136238086,3.247437093,-0.1849783074,1.958036542,-2.26948509,0.1316242233,1.550132235,Rejected,Medium,C
2.069947934,0.9919115801,-0.5139566398,-2.010990905,-2.16339768,-0.9276057431,-2.168468396,0.3612412405,Accepted,Medium,B
-1.533576936,-1.121821396,1.634840173,0.2597749619,1.67400459,-0.3533829059,1.339570779,1.104025596,Rejected,Low,B
-0.5278736999,-0.8980486167,1.670763495,-0.7292115045,0.419438394,-1.58590711,-0.6289781734,0.9721061846,Rejected,Medium,B
0.6394216889,0.3802964229,-0.7528270384,0.1341286697,-0.8433708185,-0.1441703315,-1.093016354,-0.9370436263,Accepted,Medium,C
0.07824103404,0.2220711455,-1.201155815,1.367212693,-0.3814749191,0.3686294823,-0.7348478921,-1.935254802,Accepted,Low,D
1.397675608,1.369691305,-1.33306387,-1.014957733,-1.005509225,1.459808316,0.7336047655,0.6079841336,Rejected,Low,D
0.6330760234,0.4679502919,-0.5725553841,-0.2650724655,-0.6381785794,0.1776823421,-0.3917951905,-0.2110506349,Rejected,Medium,A
2.216191474,1.810842811,-1.819891757,-1.471109292,-1.92692422,1.204709203,-0.2573098448,0.2999886724,Rejected,Low,D
-1.016762312,-0.5464949398,-1.118905536,3.094074599,0.3615507117,0.04784263585,-1.066312637,-3.436046355,Accepted,Low,D
0.7763780805,0.1765903809,0.3375379488,-1.224243306,-0.8224375792,-0.8899391265,-1.086103242,0.599516884,Accepted,Medium,B
0.6974099439,1.2371808,-1.893980294,0.42345742,-0.3459155278,2.307525825,1.504766508,-0.4041824024,Rejected,Low,A
1.360075974,1.52482079,-1.169901218,-1.477381632,-0.6724481711,2.055921061,1.848534457,1.573939381,Rejected,Low,D
0.5025365786,0.4094941085,-1.086495337,0.6571720145,-0.7452694156,0.1625041634,-0.9650160203,-1.431044437,Accepted,High,C
-0.05392604185,0.1552849955,-1.263644063,1.64094175,-0.2912046225,0.4016530336,-0.7411705386,-2.182350946,Accepted,Medium,B
0.2849623808,0.2214928435,-0.7671351434,0.6112291045,-0.5052272511,0.03383106056,-0.8029795374,-1.185617379,Accepted,Medium,C
1.276722307,-0.1798383875,1.534323423,-2.708584481,-1.514044803,-2.814669109,-2.838974746,1.44417905,Rejected,High,A
2.874419037,1.584789622,-0.2326647871,-3.825760554,-2.517178766,-0.5471721967,-1.32618559,2.324905866,Rejected,High,B
-0.4814979941,-0.3701793008,-0.8406422374,2.097085225,-0.114221543,-0.3836242899,-1.480068602,-2.722720194,Accepted,High,C
1.135673528,0.3981312759,0.04636252953,-1.354768332,-1.226147823,-0.9248482046,-1.484546072,0.3941139538,Rejected,Medium,C
-0.8640113006,-0.8658798014,1.279721335,-0.01110056038,0.8043294003,-0.8914437095,0.05948674917,0.5652000555,Rejected,Medium,B
0.3454318131,0.4674748601,-0.7787616374,0.2051346617,-0.2865098063,0.7026300248,0.2283853292,-0.3764244291,Accepted,Medium,B
0.6946422992,0.6284365446,-1.452524491,0.737564073,-0.9270823457,0.4324237834,-0.9544784506,-1.641193717,Accepted,High,D
1.299491748,0.9551825644,-1.106151874,-0.6370808714,-1.285418463,0.3585220975,-0.7387464351,-0.2994302653,Accepted,Medium,D
0.5178831497,0.1741372919,0.0416591636,-0.6362061165,-0.5593786454,-0.4422479211,-0.6867963286,0.1982047581,Rejected,High,A
-0.28079843,-0.4180467606,0.7233135974,-0.2392178865,0.2248605319,-0.6787149169,-0.2560603738,0.3675743626,Rejected,High,A
1.865458861,1.277344418,-1.236947422,-1.281599224,-1.806673731,0.2697104041,-1.062666357,0.006684511061,Accepted,High,A
1.995354594,1.216806545,-0.9860189198,-1.629704852,-1.972106324,-0.1369462623,-1.436921065,0.2100016952,Accepted,High,D
0.296472485,0.3072568981,-1.237186828,1.15914325,-0.6263428231,0.2115858702,-1.036601102,-1.927580211,Accepted,Medium,C
0.4983910072,0.3945597479,0.2097444689,-1.219370111,-0.1678045456,0.3286635261,0.7061830902,1.394618015,Rejected,High,D
0.0207208766,-0.8727263716,2.096908193,-1.712752263,-0.2047496829,-2.503628561,-1.645177469,1.449439896,Rejected,Low,A
2.949324115,1.071740915,-0.08528475286,-3.276058959,-3.229118355,-2.313367991,-3.940473616,0.7049723202,Accepted,Low,D
-0.04288672825,0.03067539011,-1.063512515,1.537404229,-0.3781828892,0.01269700209,-1.134046753,-2.203893509,Accepted,High,A
-0.2733438546,-0.01431896685,0.1222654724,0.001653303326,0.4611916708,0.5049752622,0.9451936482,0.498304789,Rejected,Medium,A
0.04246953781,0.1174119047,0.4577334573,-0.8816936078,0.2942788824,0.3663864269,1.069281435,1.400195361,Rejected,Medium,A
2.056690965,0.9451695684,-0.4519077816,-2.02062697,-2.174966762,-1.04175034,-2.278918919,0.3420429862,Rejected,High,D
2.350504563,0.8789870778,-0.0705753474,-2.646278765,-2.542573036,-1.764462068,-3.019067921,0.646642869,Accepted,Low,C
1.775276705,1.978741914,-2.642829597,-0.2724841769,-1.400830304,2.469183021,0.8627323275,-0.4632694449,Rejected,High,D
0.1801944343,0.1246852284,-0.8605443113,0.9618180861,-0.5103284905,-0.08752635119,-1.087035236,-1.638753727,Accepted,Medium,B
1.257891311,1.088045534,-1.379120264,-0.4219388536,-1.17354154,0.8217685337,-0.306360793,-0.3781757537,Accepted,Low,A
2.273865622,0.8710786665,-0.1049113409,-2.538963006,-2.449545909,-1.646258312,-2.865370696,0.6199263764,Rejected,Medium,C
0.7284400999,0.3923679788,-0.7555076805,0.06739554075,-0.9670801069,-0.2789833948,-1.313956598,-0.989922636,Accepted,High,C
1.705469783,-0.07331239345,1.657850206,-3.3065867,-1.985227323,-3.287262542,-3.47759734,1.668590887,Rejected,Medium,B
1.033084137,0.6533857098,-0.6372096036,-0.6947104397,-1.048529386,-0.01608301329,-0.7958720836,-0.0871068159,Rejected,High,C
0.2854231408,-0.8971329144,2.37550367,-2.236644986,-0.5200115641,-3.052201478,-2.221916478,1.708144821,Rejected,High,C
1.491868976,1.597766372,-2.129711512,-0.2601704262,-1.219752295,1.880932761,0.5199926568,-0.4242264619,Rejected,Medium,A
1.627534567,0.7549026001,-0.3802913306,-1.57668155,-1.722472935,-0.8056909718,-1.798776211,0.2457092274,Accepted,High,C
-0.5505122676,-0.5483355945,0.8267217324,-0.029023674,0.5219986156,-0.5554002261,0.0699768617,0.3975485792,Rejected,Medium,A
3.947217996,2.241112271,-1.57789611,-3.50896243,-3.945964252,-0.743552083,-3.178068699,0.6370976885,Accepted,Medium,A
2.14823268,1.747530376,-1.399641679,-1.948616794,-1.711918282,1.200731117,0.198797234,1.070978287,Rejected,High,B
0.9707180738,0.8422290055,-1.156044621,-0.1949863407,-0.9440853338,0.6278509745,-0.346167517,-0.4860404103,Accepted,Medium,C
1.116303285,0.7179747386,-0.6556683869,-0.8177810153,-1.102575167,0.02615573122,-0.7559642144,0.02239280811,Accepted,Medium,A
1.614761402,0.249316966,0.7977408392,-2.500611808,-1.819387349,-2.213753346,-2.723610181,1.029187273,Rejected,Medium,D
0.7640547889,0.5871360405,-1.065240728,0.1940510212,-0.9117400347,0.2266659397,-0.8608741264,-1.003433439,Accepted,High,D
-0.04982156389,-0.1797396372,-0.4119387799,0.9170797488,-0.3425471055,-0.5445358647,-1.298206174,-1.518307989,Accepted,High,C
-1.216005192,-1.489815668,2.486293596,-0.5934804726,1.093700621,-2.014697074,-0.3623770218,1.327079423,Rejected,High,D
-0.08050979583,0.0694529363,-1.141378233,1.61232608,-0.3051823122,0.1977280154,-0.9258614457,-2.196844071,Accepted,Low,C
1.023005415,0.563789171,-0.480758608,-0.777132108,-1.077404891,-0.2587280478,-1.005308271,-0.05634112142,Accepted,High,C
1.616582092,0.4151111224,0.4206321193,-2.209758044,-1.77974486,-1.745949442,-2.40064057,0.7950900381,Rejected,Low,D
0.1027664061,-0.01857831578,-0.5314943739,0.7497985024,-0.4254660008,-0.3437754872,-1.124960483,-1.351902784,Accepted,Low,B
-0.3287722919,-0.03305757531,0.7013758544,-0.7866072962,0.7866982793,0.6447062165,1.798518763,1.771445577,Rejected,Medium,D
0.5863787811,0.1890909099,0.05971836151,-0.7260252996,-0.6380841139,-0.5246304632,-0.8014336157,0.2228125414,Rejected,High,C
2.041517089,1.640483927,-1.989944582,-0.8514467049,-1.953520934,0.9714021151,-0.7950396672,-0.5199174051,Accepted,Low,B
-1.132975523,0.218331933,-1.003523523,1.785431066,1.582534739,2.742881454,3.293206603,-0.2730484469,Rejected,High,D
1.257399956,0.7778024668,-0.5645961438,-1.127662981,-1.202669771,-0.04198418886,-0.774264363,0.298415874,Accepted,Low,B
0.004799203591,-0.07210531932,-0.5279544867,0.8858653056,-0.3410451017,-0.3242651484,-1.083186843,-1.439107222,Accepted,Medium,A
-0.08860661256,-0.09119504085,-0.8690434826,1.470770742,-0.3761562033,-0.2580309254,-1.34347734,-2.170028444,Accepted,Medium,A
-0.3290463498,-0.2479795645,-0.6719492205,1.56828744,-0.1159945808,-0.2616463915,-1.116696463,-2.058699593,Accepted,Medium,A
1.276117728,0.672183508,-0.4804831186,-1.095333371,-1.32985946,-0.403449806,-1.250850868,0.08086036828,Accepted,Low,B
1.595212443,0.8306359618,-0.5029790874,-1.497354009,-1.630360432,-0.5196685583,-1.481422574,0.2826276174,Accepted,Medium,A
1.554018447,1.735665511,-2.578392068,0.1447562431,-1.342327441,2.130689272,0.4187174389,-0.9804414322,Accepted,Low,B
1.90094116,1.388378502,-1.614546786,-0.9231493108,-1.890221296,0.4965219243,-1.120577927,-0.4625253182,Accepted,High,B
-2.010692111,-0.479785333,0.5535645568,1.110499855,2.751192929,2.459721421,4.609176602,1.533128543,Rejected,High,A
-0.03794580512,0.07003789795,-1.067834558,1.478779207,-0.336958632,0.1285350937,-0.9575085002,-2.075028436,Accepted,Low,A
0.6346076265,0.4274096579,-0.675227681,-0.05130508707,-0.7396922018,0.02848542104,-0.7375339621,-0.5882035394,Accepted,High,D
0.6542186862,0.6461368805,-1.471906486,0.7615267071,-0.8503351507,0.5646532654,-0.7652319495,-1.578369693,Accepted,High,D
2.800574235,1.277502802,-0.4264716395,-3.013670197,-2.887912922,-1.419048892,-2.898457551,0.8501016093,Accepted,Low,C
1.043601603,0.8716519513,-1.34433185,-0.007321312893,-1.104876392,0.5505166292,-0.6777356568,-0.8709710175,Accepted,High,C
0.816193757,0.2608139907,0.07732912789,-0.9983023836,-0.8938849372,-0.7388106844,-1.135267258,0.2885845311,Rejected,Low,D
3.618185618,2.488198497,-2.248949649,-2.723076382,-3.421940363,0.581276153,-1.80651945,0.3852043632,Accepted,Low,C
-0.12868777,-0.1647338227,-0.4592216953,1.008537079,-0.2223557851,-0.3506339855,-1.039749834,-1.487936426,Accepted,Low,A
2.652907827,1.250660816,-0.745259664,-2.417799431,-2.838714944,-1.26861946,-2.998420274,0.1958279747,Accepted,Low,A
0.2991480929,0.5968916553,0.02226730152,-1.147890595,0.3172959796,1.334582079,2.094189591,1.919850511,Rejected,Low,A
1.227050704,0.7921508821,-0.7394706358,-0.876035652,-1.216694557,0.03521256396,-0.8412371344,-0.006251732989,Accepted,Low,D
2.346219452,1.448010026,-1.329463534,-1.693869694,-2.374059143,-0.1328073184,-1.830385293,-0.06752814472,Accepted,Medium,D
1.52322325,1.063836853,-0.5436016412,-1.763912445,-1.235892246,0.3610927244,-0.1393771835,1.116212008,Rejected,High,C
1.547618933,1.156967325,-0.4709382776,-2.031642997,-1.120316696,0.6236298875,0.3494638587,1.592023042,Rejected,Low,D
1.054134197,0.2838684517,0.2318513397,-1.399452399,-1.16281872,-1.102985862,-1.555903375,0.4723826398,Rejected,Low,B
0.8011035874,-0.1058940136,0.9306140144,-1.66336407,-0.9556687384,-1.748954921,-1.789416364,0.8602348088,Rejected,High,C
2.145601586,1.652190919,-1.753481975,-1.277335244,-1.992161804,0.8441260801,-0.7450894239,-0.05894714661,Accepted,Low,B
0.159952008,-0.1531800727,-0.2180397642,0.4689397883,-0.5453270119,-0.836461387,-1.560616596,-1.205594109,Accepted,Low,B
0.127900735,0.5889042511,-1.287551009,0.8864558207,-0.02389901683,1.433812963,0.8374244492,-0.8403226277,Rejected,High,D
1.593111989,0.9543087453,-0.9669299775,-1.010310922,-1.678606307,-0.1930104489,-1.473936903,-0.2936937164,Accepted,High,D
1.747001712,1.124560525,-0.1674124954,-2.541625162,-1.33323794,0.1803758587,-0.0301409815,1.943602619,Rejected,Low,D
0.4827500399,0.3742061804,-1.297155992,1.03351044,-0.8561075622,0.0544273372,-1.36218854,-2.006855361,Accepted,Medium,D
-0.3292674938,-0.1160153355,-1.208777791,2.14812262,-0.1896327048,0.07634735776,-1.170874641,-2.768401552,Accepted,Low,B
0.9825414911,0.8907913883,-0.3044717929,-1.52832577,-0.511861708,0.8957774603,0.9995629142,1.568244583,Rejected,Low,B
1.565673056,1.146998254,-1.322119156,-0.7770945826,-1.548844655,0.4213442414,-0.8951651257,-0.3512174837,Accepted,Low,D
2.04638563,1.34318014,-1.550010602,-1.030902741,-2.144840409,0.07917347874,-1.715564856,-0.632705214,Accepted,High,D
1.949834951,0.4999530559,0.5153640695,-2.675908688,-2.143926182,-2.106941601,-2.888476668,0.9741208032,Rejected,Low,B
1.293748295,1.197621776,-1.638098566,-0.2355078618,-1.205531815,1.062027404,-0.2141510551,-0.5899072272,Accepted,High,C
2.584695249,2.072076245,-2.459648722,-1.15798044,-2.452385028,1.223701093,-0.9512131836,-0.5434889977,Accepted,Low,D
0.88934352,0.3780618464,0.04393717776,-1.176697353,-0.8710759611,-0.5106310086,-0.8193358826,0.5672151109,Accepted,Medium,C
0.149363722,0.04530273726,-0.6673509466,0.8213882855,-0.4770837674,-0.2512584775,-1.131220582,-1.468033631,Accepted,High,A
2.393918871,1.070801686,-0.4834326144,-2.368129758,-2.550112141,-1.299825524,-2.743074264,0.3856026368,Accepted,Medium,B
0.3276425005,-0.06597447093,0.4362515805,-0.7262029954,-0.3948016919,-0.7790890235,-0.7713144088,0.39264411,Rejected,High,C
0.3387691527,0.2330032816,-0.8984261385,0.7545636883,-0.633612663,-0.05475635568,-1.088746926,-1.489908604,Accepted,Low,D
-0.3599266396,-0.585720265,0.1307577241,0.9409138933,-0.1388926692,-1.156306682,-1.643639745,-1.477527428,Accepted,High,D
-0.8400741119,-0.5818671828,1.109853262,-0.2237585225,1.05678574,-0.05489856232,1.184402518,1.199280916,Rejected,Low,B
-0.5077917559,-0.008876793653,-0.4976322088,1.038855878,0.5495859917,0.879731562,0.8758017642,-0.6176673106,Accepted,Low,D
0.2010345207,-0.6441962686,1.7004627,-1.596006215,-0.3697354903,-2.184893507,-1.590319145,1.218807979,Rejected,Low,D
1.460202776,0.7002002509,-0.4537886363,-1.285467215,-1.567056496,-0.6673291728,-1.649295821,0.0541652161,Accepted,High,C
3.06099474,1.186927679,-0.005108844988,-3.640225463,-3.217005054,-2.148640209,-3.603337212,1.188701121,Accepted,Medium,B
-0.09054085343,-0.1513339112,-0.7338153569,1.368299005,-0.3892709219,-0.4254899718,-1.458738472,-2.087276541,Accepted,High,B
1.530772298,0.969714415,-0.9557889806,-1.014817765,-1.556927006,-0.02067520786,-1.186961245,-0.1491268611,Accepted,High,B
-0.5131746087,-0.8612930696,1.589890241,-0.6770269957,0.4072948522,-1.509557239,-0.5983721512,0.9116597784,Rejected,High,B
0.08325756791,-0.1024319988,-0.2224096037,0.4397620835,-0.3627816619,-0.5254331642,-1.072000426,-0.9519295535,Accepted,Low,D
-1.26047878,-0.6375928557,0.7159947276,0.686026174,1.457547993,0.521304486,1.690702861,0.5517806681,Rejected,Medium,B
0.4533136362,0.2847283053,-0.8218709764,0.4941701503,-0.709599728,-0.09954421975,-1.084243512,-1.24850767,Accepted,Medium,C
0.1430981659,0.5983911118,-0.2451119256,-0.667326652,0.4395284467,1.600294423,2.23153057,1.491521132,Rejected,High,B
0.4630927213,-0.8113112229,2.328482366,-2.406065274,-0.7061435338,-3.130093627,-2.408497803,1.735192032,Rejected,Medium,B
-0.1367048524,-1.112943151,2.512534958,-1.852485275,-0.08163142199,-2.901262481,-1.804576331,1.656640401,Rejected,Low,B
0.3477984529,0.1023984013,-0.672490818,0.6237781435,-0.7134675083,-0.4549155886,-1.470961025,-1.474005446,Accepted,Medium,A
0.6544344778,0.5108060564,-0.4926214138,-0.462393124,-0.5795361877,0.2861823532,-0.136315123,0.1007103056,Accepted,Low,A
0.889087141,0.3799941267,-0.1350186407,-0.9169414416,-0.9496812598,-0.5323744513,-1.048120377,0.1774852049,Rejected,High,D
0.2918703374,0.04094196818,0.1985158294,-0.5252156762,-0.3094433233,-0.4047173982,-0.4403676798,0.2915208088,Accepted,Low,D
-0.1530393513,-0.110459367,-0.910503148,1.599380147,-0.3199795514,-0.2010783947,-1.294474398,-2.26641905,Accepted,Low,B
0.2928148935,-0.347555551,1.104753469,-1.242917484,-0.4001369313,-1.507443734,-1.183251512,0.8848357923,Rejected,High,C
0.2029868248,-0.195472183,-0.02613017177,0.2290409587,-0.5793256244,-1.025155743,-1.650864027,-0.9779641526,Accepted,Low,A
0.6120121463,0.7050075539,-1.290581039,0.4269867125,-0.6262240198,0.8641624869,-0.095209703,-0.9183369124,Accepted,Low,A
1.423258607,1.36224558,-1.130591799,-1.315217,-0.9626042577,1.418381495,0.8870421461,1.003914376,Rejected,Low,C
